anime_id,Name,English name,Other name,Score,Genres,Aired,Status,Rating,Rank,Popularity,number_of_female_reviewers,number_of_male_reviewers
1,Cowboy Bebop,Cowboy Bebop,カウボーイビバップ,8.75,"Action, Award Winning, Sci-Fi","Apr 3, 1998 to Apr 24, 1999",Finished Airing,R - 17+ (violence & profanity),41.0,43,10496,30078
5,Cowboy Bebop: Tengoku no Tobira,Cowboy Bebop: The Movie,カウボーイビバップ 天国の扉,8.38,"Action, Sci-Fi","Sep 1, 2001",Finished Airing,R - 17+ (violence & profanity),189.0,602,4802,14823
6,Trigun,Trigun,トライガン,8.22,"Action, Adventure, Sci-Fi","Apr 1, 1998 to Sep 30, 1998",Finished Airing,PG-13 - Teens 13 or older,328.0,246,6267,17386
7,Witch Hunter Robin,Witch Hunter Robin,Witch Hunter ROBIN (ウイッチハンターロビン),7.25,"Action, Drama, Mystery, Supernatural","Jul 3, 2002 to Dec 25, 2002",Finished Airing,PG-13 - Teens 13 or older,2764.0,1795,2988,4175
8,Bouken Ou Beet,Beet the Vandel Buster,冒険王ビィト,6.94,"Adventure, Fantasy, Supernatural","Sep 30, 2004 to Sep 29, 2005",Finished Airing,PG - Children,4240.0,5126,183,1075
15,Eyeshield 21,UNKNOWN,アイシールド21,7.92,Sports,"Apr 6, 2005 to Mar 19, 2008",Finished Airing,PG-13 - Teens 13 or older,688.0,1252,1762,5526
16,Hachimitsu to Clover,Honey and Clover,ハチミツとクローバー,8.0,"Comedy, Drama, Romance","Apr 15, 2005 to Sep 27, 2005",Finished Airing,PG-13 - Teens 13 or older,589.0,862,5954,7297
17,Hungry Heart: Wild Striker,UNKNOWN,ハングリーハート Wild Striker,7.55,"Comedy, Slice of Life, Sports","Sep 11, 2002 to Sep 10, 2003",Finished Airing,PG-13 - Teens 13 or older,1551.0,4212,465,1227
18,Initial D Fourth Stage,UNKNOWN,頭文字〈イニシャル〉D FOURTH STAGE,8.16,"Action, Drama","Apr 17, 2004 to Feb 18, 2006",Finished Airing,PG-13 - Teens 13 or older,393.0,1273,525,4280
19,Monster,Monster,モンスター,8.87,"Drama, Mystery, Suspense","Apr 7, 2004 to Sep 28, 2005",Finished Airing,R+ - Mild Nudity,26.0,142,3618,9598
20,Naruto,Naruto,ナルト,7.99,"Action, Adventure, Fantasy","Oct 3, 2002 to Feb 8, 2007",Finished Airing,PG-13 - Teens 13 or older,599.0,8,19792,34406
21,One Piece,One Piece,ONE PIECE,8.69,"Action, Adventure, Fantasy","Oct 20, 1999 to ?",Currently Airing,PG-13 - Teens 13 or older,55.0,20,8912,22111
22,Tennis no Ouji-sama,The Prince of Tennis,テニスの王子様,7.86,Sports,"Oct 10, 2001 to Mar 23, 2005",Finished Airing,PG-13 - Teens 13 or older,805.0,1246,3776,3749
23,Ring ni Kakero 1,UNKNOWN,リングにかけろ１,6.39,"Action, Sports","Oct 6, 2004 to Dec 15, 2004",Finished Airing,PG - Children,6943.0,8288,10,99
24,School Rumble,School Rumble,スクールランブル,7.89,"Comedy, Romance","Oct 5, 2004 to Mar 29, 2005",Finished Airing,PG-13 - Teens 13 or older,756.0,687,5682,11616
26,Texhnolyze,Texhnolyze,TEXHNOLYZE,7.76,"Action, Drama, Sci-Fi","Apr 17, 2003 to Sep 25, 2003",Finished Airing,R+ - Mild Nudity,990.0,935,844,3087
27,Trinity Blood,Trinity Blood,トリニティ・ブラッド,7.29,"Action, Supernatural","Apr 29, 2005 to Oct 28, 2005",Finished Airing,R - 17+ (violence & profanity),2591.0,1233,5268,6959
28,Yakitate!! Japan,Yakitate!! Japan,焼きたて!! ジャぱん,7.91,"Comedy, Gourmet","Oct 12, 2004 to Mar 14, 2006",Finished Airing,PG-13 - Teens 13 or older,704.0,1992,1691,2925
29,Zipang,UNKNOWN,ジパング,7.48,"Action, Drama, Sci-Fi","Oct 8, 2004 to Apr 1, 2005",Finished Airing,PG-13 - Teens 13 or older,1778.0,4430,39,422
30,Neon Genesis Evangelion,Neon Genesis Evangelion,新世紀エヴァンゲリオン,8.35,"Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense","Oct 4, 1995 to Mar 27, 1996",Finished Airing,PG-13 - Teens 13 or older,204.0,45,10372,27521
31,Neon Genesis Evangelion: Death & Rebirth,Neon Genesis Evangelion: Death & Rebirth,新世紀エヴァンゲリオン劇場版 シト新生,7.46,"Drama, Sci-Fi","Mar 15, 1997",Finished Airing,R - 17+ (violence & profanity),1855.0,889,2604,8762
32,Neon Genesis Evangelion: The End of Evangelion,Neon Genesis Evangelion: The End of Evangelion,新世紀エヴァンゲリオン劇場版 THE END OF EVANGELION,8.55,"Avant Garde, Drama, Sci-Fi","Jul 19, 1997",Finished Airing,R+ - Mild Nudity,98.0,177,4949,16197
33,Kenpuu Denki Berserk,Berserk,剣風伝奇ベルセルク,8.56,"Action, Adventure, Drama, Fantasy, Horror","Oct 8, 1997 to Apr 1, 1998",Finished Airing,R+ - Mild Nudity,96.0,325,2672,13485
43,Koukaku Kidoutai,Ghost in the Shell,GHOST IN THE SHELL（攻殻機動隊）,8.27,"Action, Award Winning, Mystery, Sci-Fi, Suspense","Nov 18, 1995",Finished Airing,R+ - Mild Nudity,276.0,329,5164,16136
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Samurai X: Trust and Betrayal,るろうに剣心―明治剣客浪漫譚―追憶編,8.71,"Action, Drama, Romance","Feb 20, 1999 to Sep 22, 1999",Finished Airing,R - 17+ (violence & profanity),48.0,834,4058,9543
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin,るろうに剣心 -明治剣客浪漫譚-,8.29,"Action, Adventure, Comedy, Romance","Jan 10, 1996 to Sep 8, 1998",Finished Airing,PG-13 - Teens 13 or older,249.0,432,6934,14072
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Samurai X: The Motion Picture,るろうに剣心 -明治剣客浪漫譚- 維新志士への鎮魂歌,7.55,Drama,"Dec 20, 1997",Finished Airing,R - 17+ (violence & profanity),1567.0,2885,1506,3171
47,Akira,Akira,AKIRA（アキラ）,8.16,"Action, Adventure, Horror, Sci-Fi, Supernatural","Jul 16, 1988",Finished Airing,R+ - Mild Nudity,389.0,208,6023,19542
48,.hack//Sign,.hack//Sign,.hack//SIGN,6.95,"Adventure, Fantasy, Mystery","Apr 4, 2002 to Sep 26, 2002",Finished Airing,PG-13 - Teens 13 or older,4172.0,1243,4093,9930
49,Aa! Megami-sama!,Oh! My Goddess,ああっ女神さまっ,7.29,"Comedy, Romance, Supernatural","Feb 21, 1993 to May 17, 1994",Finished Airing,PG-13 - Teens 13 or older,2542.0,2832,1597,4332
50,Aa! Megami-sama! (TV),Ah! My Goddess,ああっ女神さまっ,7.32,"Comedy, Romance, Supernatural","Jan 7, 2005 to Jul 8, 2005",Finished Airing,PG-13 - Teens 13 or older,2407.0,1392,3681,10232
51,Tenshi Kinryouku,Angel Sanctuary,天使禁猟区,6.27,"Action, Drama, Romance, Supernatural","May 25, 2000 to Aug 25, 2000",Finished Airing,R+ - Mild Nudity,7564.0,2958,3684,2095
52,Kidou Tenshi Angelic Layer,Battle Doll Angelic Layer,機動天使エンジェリックレイヤー,7.26,"Award Winning, Comedy, Drama, Sci-Fi, Sports","Apr 1, 2001 to Sep 23, 2001",Finished Airing,PG-13 - Teens 13 or older,2727.0,2707,2838,2643
53,Ai Yori Aoshi,Ai Yori Aoshi,藍より青し,7.11,"Comedy, Drama, Romance","Apr 11, 2002 to Sep 26, 2002",Finished Airing,PG-13 - Teens 13 or older,3471.0,1839,2214,7030
54,Appleseed (Movie),UNKNOWN,アップルシード,7.06,"Action, Drama, Sci-Fi","Apr 17, 2004",Finished Airing,R - 17+ (violence & profanity),3723.0,2370,2109,7478
55,Arc the Lad,UNKNOWN,アークザラッド,6.51,"Action, Adventure, Fantasy, Horror, Sci-Fi","Apr 5, 1999 to Oct 11, 1999",Finished Airing,R - 17+ (violence & profanity),6294.0,5012,400,801
56,Avenger,UNKNOWN,アヴェンジャー,5.86,"Adventure, Fantasy, Sci-Fi","Oct 2, 2003 to Dec 25, 2003",Finished Airing,R - 17+ (violence & profanity),9454.0,4856,508,1089
57,Beck,Beck: Mongolian Chop Squad,ベック,8.29,"Comedy, Drama, Slice of Life","Oct 7, 2004 to Mar 31, 2005",Finished Airing,R - 17+ (violence & profanity),252.0,669,4773,12685
58,Blue Gender,Blue Gender,BLUE GENDER,7.03,"Adventure, Drama, Horror, Romance, Sci-Fi","Oct 8, 1999 to Mar 31, 2000",Finished Airing,R+ - Mild Nudity,3873.0,2256,961,3787
60,Chrno Crusade,Chrono Crusade,クロノクルセイド,7.62,"Action, Romance, Supernatural","Nov 25, 2003 to Jun 10, 2004",Finished Airing,R - 17+ (violence & profanity),1322.0,1010,7308,12362
61,D.N.Angel,D.N.Angel,Ｄ・Ｎ・ＡＮＧＥＬ,7.17,"Action, Comedy, Fantasy, Romance","Apr 3, 2003 to Sep 25, 2003",Finished Airing,PG-13 - Teens 13 or older,3180.0,1211,9935,8255
62,D.C.: Da Capo,D.C.~Da Capo~,D.C.～ダ・カーポ～,6.72,"Drama, Romance","Jul 5, 2003 to Dec 27, 2003",Finished Airing,PG-13 - Teens 13 or older,5215.0,2320,1053,5132
64,Rozen Maiden,Rozen Maiden,ローゼンメイデン,7.41,"Action, Comedy, Drama","Oct 8, 2004 to Dec 24, 2004",Finished Airing,PG-13 - Teens 13 or older,2053.0,1120,6210,7791
65,Rozen Maiden: Träumend,Rozen Maiden: Träumend,ローゼンメイデン トロイメント,7.62,"Action, Comedy, Drama","Oct 21, 2005 to Jan 27, 2006",Finished Airing,PG-13 - Teens 13 or older,1340.0,1898,3790,5328
66,Azumanga Daiou The Animation,Azumanga Daioh: The Animation,あずまんが大王 THE ANIMATION,7.99,"Comedy, Slice of Life","Apr 9, 2002 to Oct 1, 2002",Finished Airing,PG-13 - Teens 13 or older,603.0,668,7730,15384
67,Basilisk: Kouga Ninpou Chou,Basilisk,バジリスク 甲賀忍法帖,7.55,"Action, Drama, Romance","Apr 13, 2005 to Sep 21, 2005",Finished Airing,R - 17+ (violence & profanity),1539.0,1213,2886,8543
68,Black Cat (TV),Black Cat,ブラックキャット,7.33,"Action, Adventure, Sci-Fi","Oct 7, 2005 to Mar 31, 2006",Finished Airing,PG-13 - Teens 13 or older,2389.0,846,6211,10596
69,Cluster Edge,UNKNOWN,CLUSTER EDGE（クラスターエッジ）,6.31,"Action, Fantasy, Sci-Fi","Oct 5, 2005 to Mar 29, 2006",Finished Airing,PG-13 - Teens 13 or older,7357.0,5917,400,299
71,Full Metal Panic!,Full Metal Panic!,フルメタル・パニック！,7.61,"Action, Comedy, Sci-Fi","Jan 8, 2002 to Jun 18, 2002",Finished Airing,R - 17+ (violence & profanity),1356.0,422,7958,24032
72,Full Metal Panic? Fumoffu,Full Metal Panic? Fumoffu,フルメタル・パニック? ふもっふ,8.03,"Action, Comedy","Aug 26, 2003 to Nov 18, 2003",Finished Airing,PG-13 - Teens 13 or older,548.0,769,5984,19706
73,Full Metal Panic! The Second Raid,Full Metal Panic! The Second Raid,フルメタル パニック！The Second Raid,7.93,Action,"Jul 14, 2005 to Oct 20, 2005",Finished Airing,R - 17+ (violence & profanity),682.0,878,4336,17677
74,Gakuen Alice,Gakuen Alice,学園アリス,7.64,"Comedy, Fantasy","Oct 30, 2004 to May 14, 2005",Finished Airing,G - All Ages,1276.0,1975,5018,1475
75,Soukyuu no Fafner: Dead Aggressor,Fafner,蒼穹のファフナーDead Aggressor,7.26,"Action, Drama, Sci-Fi","Jul 5, 2004 to Dec 27, 2004",Finished Airing,PG-13 - Teens 13 or older,2751.0,3000,452,1290
76,Mahou Shoujo Lyrical Nanoha,Magical Girl Lyrical Nanoha,魔法少女リリカルなのは,7.41,"Action, Comedy, Drama","Oct 3, 2004 to Dec 26, 2004",Finished Airing,PG-13 - Teens 13 or older,2044.0,1921,2057,4563
77,Mahou Shoujo Lyrical Nanoha A's,Magical Girl Lyrical Nanoha A's,魔法少女リリカルなのは エース,7.97,"Action, Comedy, Drama","Oct 2, 2005 to Dec 25, 2005",Finished Airing,PG-13 - Teens 13 or older,622.0,2555,1495,3782
80,Kidou Senshi Gundam,Mobile Suit Gundam,機動戦士ガンダム,7.76,"Action, Drama, Sci-Fi","Apr 7, 1979 to Jan 26, 1980",Finished Airing,PG-13 - Teens 13 or older,1005.0,1632,677,3935
81,Kidou Senshi Gundam: Dai 08 MS Shoutai,Mobile Suit Gundam: The 08th MS Team,機動戦士ガンダム 第08MS小隊,8.01,"Adventure, Drama, Romance, Sci-Fi","Jan 25, 1996 to Jul 25, 1999",Finished Airing,PG-13 - Teens 13 or older,571.0,2231,516,3762
82,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,Mobile Suit Gundam 0080: War in the Pocket,機動戦士ガンダム 0080 ポケットの中の戦争,7.96,"Drama, Sci-Fi","Mar 25, 1989 to Aug 25, 1989",Finished Airing,PG-13 - Teens 13 or older,630.0,2718,358,2450
83,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,Mobile Suit Gundam: The 08th MS Team - Miller's Report,機動戦士ガンダム 第08MS小隊 ミラーズ・リポート,6.76,"Drama, Romance, Sci-Fi","Aug 1, 1998",Finished Airing,PG-13 - Teens 13 or older,5014.0,5384,90,924
84,Kidou Senshi Gundam 0083: Stardust Memory,Mobile Suit Gundam 0083: Stardust Memory,機動戦士ガンダム0083 STARDUST MEMORY,7.24,"Adventure, Drama, Romance, Sci-Fi","May 23, 1991 to Sep 24, 1992",Finished Airing,PG-13 - Teens 13 or older,2801.0,3173,261,2328
85,Kidou Senshi Zeta Gundam,Mobile Suit Zeta Gundam,機動戦士Ζガンダム,7.9,"Drama, Romance, Sci-Fi","Mar 2, 1985 to Feb 22, 1986",Finished Airing,PG-13 - Teens 13 or older,719.0,2401,361,2610
86,Kidou Senshi Gundam ZZ,Mobile Suit Gundam ZZ,機動戦士ガンダムZZ,6.68,"Comedy, Drama, Sci-Fi","Mar 1, 1986 to Jan 31, 1987",Finished Airing,PG-13 - Teens 13 or older,5437.0,3254,191,1456
87,Kidou Senshi Gundam: Gyakushuu no Char,Mobile Suit Gundam: Char's Counterattack,機動戦士ガンダム 逆襲のシャア,7.66,"Drama, Sci-Fi","Mar 12, 1988",Finished Airing,PG-13 - Teens 13 or older,1225.0,3005,263,2159
88,Kidou Senshi Gundam F91,Mobile Suit Gundam F91,機動戦士ガンダムＦ91,6.62,"Drama, Sci-Fi","Mar 16, 1991",Finished Airing,PG-13 - Teens 13 or older,5740.0,3771,148,1497
89,Kidou Senshi Victory Gundam,Mobile Suit Victory Gundam,機動戦士Vガンダム,6.77,"Drama, Sci-Fi","Apr 2, 1993 to Mar 25, 1994",Finished Airing,PG-13 - Teens 13 or older,4996.0,4037,117,912
90,Shin Kidou Senki Gundam Wing,Mobile Suit Gundam Wing,新機動戦記ガンダムW,7.69,"Action, Drama, Sci-Fi","Apr 7, 1995 to Mar 29, 1996",Finished Airing,PG-13 - Teens 13 or older,1168.0,1391,2506,7515
91,Shin Kidou Senki Gundam Wing: Endless Waltz,Mobile Suit Gundam Wing: Endless Waltz,新機動戦記ガンダムW エンドレス・ワルツ,7.74,"Action, Award Winning, Drama, Sci-Fi","Jan 25, 1997 to Jul 25, 1997",Finished Airing,PG-13 - Teens 13 or older,1050.0,2996,849,2533
92,Kidou Shinseiki Gundam X,After War Gundam X,機動新世紀ガンダムX,7.34,"Adventure, Drama, Sci-Fi","Apr 5, 1996 to Dec 28, 1996",Finished Airing,PG-13 - Teens 13 or older,2330.0,3534,246,1636
93,Kidou Senshi Gundam SEED,Mobile Suit Gundam SEED,機動戦士ガンダムSEED,7.75,"Action, Award Winning, Drama, Romance, Sci-Fi","Oct 5, 2002 to Sep 27, 2003",Finished Airing,R - 17+ (violence & profanity),1011.0,1330,2871,9466
94,Kidou Senshi Gundam SEED Destiny,Mobile Suit Gundam SEED Destiny,機動戦士ガンダムSEED DESTINY,7.18,"Action, Drama, Romance, Sci-Fi","Oct 9, 2004 to Oct 1, 2005",Finished Airing,R - 17+ (violence & profanity),3122.0,1887,1940,6801
95,Turn A Gundam,∀ Gundam,∀ガンダム,7.74,"Action, Adventure, Award Winning, Drama, Romance, Sci-Fi","Apr 9, 1999 to Apr 14, 2000",Finished Airing,PG-13 - Teens 13 or older,1057.0,3041,168,1017
96,Kidou Butouden G Gundam,Mobile Fighter G Gundam,機動武闘伝Gガンダム,7.57,"Adventure, Comedy, Drama, Romance, Sci-Fi, Sports","Apr 1, 1994 to Mar 31, 1995",Finished Airing,PG-13 - Teens 13 or older,1451.0,2483,719,3777
97,Last Exile,Last Exile,LAST EXILE（ラストエグザイル）,7.79,"Action, Adventure, Sci-Fi","Apr 8, 2003 to Sep 30, 2003",Finished Airing,PG-13 - Teens 13 or older,943.0,1297,2849,8278
98,Mai-HiME,My-Hime,舞-HiME,7.42,"Action, Fantasy, Girls Love","Oct 1, 2004 to Apr 1, 2005",Finished Airing,PG-13 - Teens 13 or older,1981.0,1781,3336,6775
99,Mai-Otome,My-Otome,舞-乙HiME,7.28,"Comedy, Drama, Fantasy","Oct 7, 2005 to Mar 31, 2006",Finished Airing,PG-13 - Teens 13 or older,2631.0,2896,1622,3668
100,Shin Shirayuki-hime Densetsu Prétear,Prétear: The New Legend of Snow White,新白雪姫伝説プリーティア,7.16,"Comedy, Drama, Fantasy, Romance","Apr 4, 2001 to Jun 27, 2001",Finished Airing,PG-13 - Teens 13 or older,3271.0,2589,3789,724
101,Air,Air,AIR,7.28,"Drama, Romance, Supernatural","Jan 7, 2005 to Mar 25, 2005",Finished Airing,PG-13 - Teens 13 or older,2603.0,761,9366,16001
102,Aishiteruze Baby★★,UNKNOWN,愛してるぜ ベイベ★★,7.44,"Comedy, Drama, Romance","Apr 3, 2004 to Oct 9, 2004",Finished Airing,PG-13 - Teens 13 or older,1895.0,1919,4570,4375
103,Akazukin Chacha,Red Riding Hood Chacha,赤ずきんチャチャ,7.49,"Adventure, Comedy, Fantasy, Romance","Jan 7, 1994 to Jun 30, 1995",Finished Airing,G - All Ages,1733.0,5140,541,402
104,Ayashi no Ceres,"Ceres, Celestial Legend",妖しのセレス,7.18,"Adventure, Drama, Horror, Romance, Supernatural, Suspense","Apr 20, 2000 to Sep 28, 2000",Finished Airing,R - 17+ (violence & profanity),3156.0,2628,4145,1584
105,Boys Be...,Boys Be...,ボーイズ・ビー,6.4,"Comedy, Romance, Slice of Life","Apr 11, 2000 to Jul 4, 2000",Finished Airing,PG-13 - Teens 13 or older,6889.0,4306,706,1514
106,Hana yori Dango,Hana Yori Dango,花より男子,7.61,"Drama, Romance","Sep 8, 1996 to Aug 31, 1997",Finished Airing,PG-13 - Teens 13 or older,1359.0,2643,2347,578
107,Ou Dorobou Jing,Jing: King of Bandits,王ドロボウ JING,7.19,"Adventure, Comedy, Fantasy, Sci-Fi","May 15, 2002 to Aug 14, 2002",Finished Airing,PG-13 - Teens 13 or older,3109.0,3440,943,1447
108,Ou Dorobou Jing in Seventh Heaven,Jing: King of Bandits - Seventh Heaven,王ドロボウ JING in Seventh Heaven,7.25,"Adventure, Comedy, Fantasy","Jan 21, 2004 to Apr 28, 2004",Finished Airing,PG-13 - Teens 13 or older,2793.0,5457,357,605
109,Bakuretsu Tenshi,Burst Angel,爆裂天使,6.79,"Adventure, Comedy, Sci-Fi","Apr 7, 2004 to Sep 15, 2004",Finished Airing,PG-13 - Teens 13 or older,4892.0,2435,1416,5311
110,Chuuka Ichiban!,UNKNOWN,中華一番,7.58,"Action, Comedy, Drama, Gourmet","Apr 27, 1997 to Sep 13, 1998",Finished Airing,PG-13 - Teens 13 or older,1432.0,4649,475,694
111,Corrector Yui,Corrector Yui,コレクター・ユイ,6.97,"Adventure, Comedy, Sci-Fi","Apr 9, 1999 to Oct 20, 2000",Finished Airing,G - All Ages,4110.0,5031,482,407
113,Uchuu no Stellvia,Stellvia,宇宙のステルヴィア,7.37,"Action, Romance, Sci-Fi","Apr 3, 2003 to Sep 25, 2003",Finished Airing,PG-13 - Teens 13 or older,2176.0,4220,337,1013
114,Sakigake!! Cromartie Koukou,Cromartie High School,魁!! クロマティ高校,7.9,Comedy,"Oct 3, 2003 to Mar 26, 2004",Finished Airing,PG-13 - Teens 13 or older,722.0,1549,1202,4414
115,El Hazard: The Alternative World,UNKNOWN,異次元の世界エルハザード,6.79,"Adventure, Comedy, Fantasy","Jan 8, 1998 to Mar 26, 1998",Finished Airing,PG-13 - Teens 13 or older,4906.0,5731,301,757
116,El Hazard: The Wanderers,El-Hazard: The Wanderers,神秘の世界エルハザード,6.93,"Adventure, Comedy, Fantasy, Romance","Oct 6, 1995 to Mar 29, 1996",Finished Airing,PG-13 - Teens 13 or older,4257.0,4846,362,987
117,El Hazard: The Magnificent World,UNKNOWN,神秘の世界エルハザード,7.26,"Adventure, Comedy, Fantasy, Romance","May 26, 1995 to Jan 25, 1996",Finished Airing,PG-13 - Teens 13 or older,2720.0,4693,381,1174
118,El Hazard 2: The Magnificent World,UNKNOWN,神秘の世界 エルハザード 第2期,6.78,"Adventure, Comedy, Fantasy","Mar 21, 1997 to Oct 25, 1997",Finished Airing,PG-13 - Teens 13 or older,4926.0,6314,211,710
119,Final Approach,UNKNOWN,φなる・あぷろーち,6.52,"Comedy, Drama, Romance","Oct 3, 2004 to Dec 26, 2004",Finished Airing,PG-13 - Teens 13 or older,6278.0,3525,946,3222
120,Fruits Basket,Fruits Basket,フルーツバスケット,7.69,"Drama, Romance, Supernatural","Jul 5, 2001 to Dec 27, 2001",Finished Airing,PG-13 - Teens 13 or older,1174.0,389,18979,10035
121,Fullmetal Alchemist,Fullmetal Alchemist,鋼の錬金術師,8.11,"Action, Adventure, Award Winning, Drama, Fantasy","Oct 4, 2003 to Oct 2, 2004",Finished Airing,R - 17+ (violence & profanity),454.0,76,20256,37555
122,Full Moon wo Sagashite,Searching for the Full Moon,満月をさがして,7.94,"Comedy, Drama, Romance, Supernatural","Apr 6, 2002 to Mar 29, 2003",Finished Airing,PG-13 - Teens 13 or older,660.0,1860,5422,1757
123,Fushigi Yuugi,Mysterious Play,ふしぎ遊戯,7.61,"Adventure, Fantasy, Romance","Apr 6, 1995 to Mar 28, 1996",Finished Airing,PG-13 - Teens 13 or older,1357.0,1748,5725,2288
124,Fushigi Yuugi: Eikouden,Mysterious Play: Eikoden,ふしぎ遊戯 -永光伝,6.82,"Adventure, Drama, Fantasy, Romance","Dec 21, 2001 to Jun 25, 2002",Finished Airing,PG-13 - Teens 13 or older,4776.0,4833,1611,459
125,Futakoi,Twin Love,双恋,6.44,"Comedy, Romance","Oct 6, 2004 to Dec 29, 2004",Finished Airing,PG-13 - Teens 13 or older,6666.0,3540,569,2720
126,Futakoi Alternative,UNKNOWN,フタコイ オルタナティブ,6.86,"Comedy, Drama, Romance","Apr 7, 2005 to Jun 30, 2005",Finished Airing,PG-13 - Teens 13 or older,4571.0,3750,360,2327
127,Gate Keepers,UNKNOWN,ゲートキーパーズ,6.92,"Action, Comedy, Fantasy, Sci-Fi","Apr 3, 2000 to Sep 18, 2000",Finished Airing,PG-13 - Teens 13 or older,4314.0,4404,585,1358
128,Gate Keepers 21,UNKNOWN,ゲートキーパーズ21,6.74,"Action, Drama, Sci-Fi","Apr 24, 2002 to Jan 8, 2003",Finished Airing,PG-13 - Teens 13 or older,5125.0,5946,316,791
129,Gensoumaden Saiyuuki,Saiyuki,幻想魔伝 最遊記,7.55,"Action, Adventure, Comedy, Drama, Supernatural","Apr 4, 2000 to Mar 27, 2001",Finished Airing,R - 17+ (violence & profanity),1545.0,2791,2226,1926
130,Saiyuuki Reload,Saiyuki Reload,最遊記RELOAD,7.37,"Action, Adventure, Comedy, Drama, Supernatural","Oct 2, 2003 to Mar 25, 2004",Finished Airing,PG-13 - Teens 13 or older,2211.0,3560,1076,767
131,Saiyuuki Reload Gunlock,Saiyuki Gunlock,最遊記RELOAD GUNLOCK,7.37,"Action, Adventure, Comedy, Drama, Supernatural","Apr 2, 2004 to Sep 24, 2004",Finished Airing,PG-13 - Teens 13 or older,2211.0,4298,693,425
132,GetBackers,Getbackers,ゲットバッカーズ　奪還屋,7.58,"Action, Mystery, Supernatural","Oct 5, 2002 to Sep 20, 2003",Finished Airing,PG-13 - Teens 13 or older,1438.0,1703,3232,5643
134,Gunslinger Girl,Gunslinger Girl,ガンスリンガー・ガール,7.39,"Action, Drama, Sci-Fi","Oct 9, 2003 to Feb 19, 2004",Finished Airing,R - 17+ (violence & profanity),2127.0,1191,3388,9113
135,Hikaru no Go,Hikaru no Go,ヒカルの碁,8.08,"Comedy, Drama, Supernatural","Oct 10, 2001 to Mar 26, 2003",Finished Airing,PG-13 - Teens 13 or older,491.0,1557,2716,5158
136,Hunter x Hunter,Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,8.41,"Action, Adventure, Fantasy","Oct 16, 1999 to Mar 31, 2001",Finished Airing,PG-13 - Teens 13 or older,170.0,357,3881,9041
137,Hunter x Hunter: Original Video Animation,UNKNOWN,HUNTER×HUNTER Original Video Animation,8.31,"Action, Adventure, Fantasy","Jan 17, 2002 to Apr 17, 2002",Finished Airing,PG-13 - Teens 13 or older,239.0,1673,1883,5182
138,Hunter x Hunter: Greed Island,UNKNOWN,HUNTER×HUNTER Greed Island,8.18,"Action, Adventure, Fantasy","Feb 5, 2003 to Apr 16, 2003",Finished Airing,PG-13 - Teens 13 or older,374.0,1429,1884,5392
139,Hunter x Hunter: Greed Island Final,UNKNOWN,HUNTER×HUNTER G・I Final,8.25,"Action, Adventure, Fantasy","Mar 3, 2004 to Aug 18, 2004",Finished Airing,PG-13 - Teens 13 or older,298.0,1506,1767,5333
141,Jinki:Extend,Jinki: Extend,ジンキ・エクステンド,6.1,Sci-Fi,"Jan 6, 2005 to Mar 24, 2005",Finished Airing,R - 17+ (violence & profanity),8385.0,5723,172,705
142,Kamikaze Kaitou Jeanne,UNKNOWN,神風怪盗ジャンヌ,7.46,"Action, Drama, Mystery, Romance, Supernatural","Feb 13, 1999 to Jan 29, 2000",Finished Airing,PG-13 - Teens 13 or older,1847.0,2764,3264,848
143,Kannazuki no Miko,Destiny of the Shrine Maiden,神無月の巫女,6.81,"Drama, Girls Love, Romance, Supernatural","Oct 2, 2004 to Dec 18, 2004",Finished Airing,PG-13 - Teens 13 or older,4801.0,2436,2496,2519
144,Kanon,UNKNOWN,カノン,7.07,"Drama, Romance, Supernatural","Jan 31, 2002 to Mar 28, 2002",Finished Airing,G - All Ages,3669.0,2542,1300,2959
145,Kareshi Kanojo no Jijou,His and Her Circumstances,彼氏彼女の事情,7.59,"Comedy, Drama, Romance","Oct 2, 1998 to Mar 26, 1999",Finished Airing,PG-13 - Teens 13 or older,1402.0,1023,5176,4529
147,Kimi ga Nozomu Eien,Rumbling Hearts,君が望む永遠,7.18,"Drama, Romance","Oct 5, 2003 to Jan 4, 2004",Finished Airing,R+ - Mild Nudity,3122.0,1511,3606,8199
148,Kita e.: Diamond Dust Drops,Diamond Daydreams,北へ。 ～Diamond Dust Drops～,6.56,"Drama, Romance","Jan 20, 2004 to Apr 5, 2004",Finished Airing,PG-13 - Teens 13 or older,6039.0,6300,249,257
149,Loveless,Loveless,LOVELESS,6.76,"Action, Boys Love, Drama, Mystery, Supernatural","Apr 7, 2005 to Jun 30, 2005",Finished Airing,PG-13 - Teens 13 or older,5020.0,1526,9816,1782
150,Blood+,Blood+,ブラッドプラス,7.62,"Action, Drama, Horror, Mystery, Supernatural","Oct 8, 2005 to Sep 23, 2006",Finished Airing,R - 17+ (violence & profanity),1320.0,592,9174,14058
